ad_title,ad_description,details,slug,title,type,price,timestamp,posted_date,deactivation_date,category,parent_category,location,geo_region,area,is_delivery_free,is_doorstep_delivery,is_dsd_applicable,is_member,is_authorized_dealer,is_featured_member,is_verified,membership_level,member_since,properties,user,price_clean,sqft,price_per_sqft,city_clean
apartment for sale in colombo 05 | ikman,"Project: Aquaria by Access Residencies.

Sq.Ft. Area: 1363

beds: 03
baths: 02
kitchen/pantry
living/dining
maids room and washroom

Available units: 01","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-05-for-sale-colombo-73,apartment for sale in colombo 05,for_sale,"Rs 59,500,000",16 Feb 2:38 pm,2023-02-16T14:38:34+05:30,2022-01-31T04:43:32.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,plus,October 2016,"{'Address': 'kirimandala mawatha, colombo 05.', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,363 sqft'}",2a36021370cdd0f50da19f64d17ad43be687d48568ec1295c7f0953c91cc590a,59500000.0,1363.0,43653.70506236244,Colombo 5
Super Luxury Apartment for Sale in Astoria Colombo 03 Ref Za104 | ikman,"ðSuper Luxury Apartment For Sale in Astoria  Duplication Rd, Colombo 03.
ð²3 Bedroom 
ð²3 Bath Rooms 
ð²1581 SQFT
ð²Servant Room and washroom 
ð²Bamboo Floor
ð²Swimming...","Bedrooms: 3, Bathrooms: 3",super-luxury-apartment-for-sale-in-astoria-colombo-03-ref-za104-for-sale-colombo,Super Luxury Apartment for Sale in Astoria Colombo 03 Ref Za104,for_sale,"Rs 90,000,000",28 Jan 10:37 pm,2023-01-28T22:37:54+05:30,2022-01-29T12:21:15.000Z,Apartments For Sale,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Duplication Rd,Colombo 03', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,581 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,90000000.0,1581.0,56925.99620493359,Colombo 3
Apartment for Sale in Colombo 03 | ikman,"03 bedroom Blue Ocean Apartment at Colombo 03

With 1440 sq ft 

Features,
â 03 bedrooms with balconies, 
â 02 bathrooms, 
â Living area, 
â Dining area, 
â Spacious mode...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-03-for-sale-colombo-136,Apartment for Sale in Colombo 03,for_sale,"Rs 85,000,000",27 Jan 9:00 am,2023-01-27T09:00:50+05:30,2022-05-29T08:30:30.000Z,Apartments For Sale,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,August 2016,"{'Address': 'Blue Ocean Apartment - Colombo 03', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,440 sqft'}",147c45b684bfeae3e3ffb0397b126d4e67392ad600e254948cbee5cb32f326bf,85000000.0,1440.0,59027.77777777778,Colombo 3
Brand New 03 Apartment for Sale in Nugegoda | ikman,"Apartment Building 

3 apartments 
6 bedrooms
5 bathrooms

Each floors has 1 apartmemt(1450 sqft) with 02  Bedrooms, Hall, Kitchen & Washroom
fully furnished

Each floor...","Bedrooms: 6, Bathrooms: 5",brand-new-03-apartment-for-sale-in-nugegoda-for-sale-colombo-2,Brand New 03 Apartment for Sale in Nugegoda,for_sale,"Rs 65,000,000",01 Feb 9:27 am,2023-02-01T09:27:12+05:30,2022-03-30T02:06:28.000Z,Apartments For Sale,Property,Nugegoda,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Address': 'Nugegoda', 'Bedrooms': '6', 'Bathrooms': '5', 'Size': '4,350 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c,65000000.0,4350.0,14942.528735632184,Nugegoda
Apartment for sale in Battaramulla | ikman,"Apartment for Sale in "" Fairway Koswatta "" Apartment in Battaramulla

Features
â 03 bedrooms (all rooms with AC)
â 02 bathrooms
â Large hall with balcony
â Dining area
â...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-battaramulla-for-sale-colombo-46,Apartment for sale in Battaramulla,for_sale,"Rs 36,000,000",27 Jan 9:00 am,2023-01-27T09:00:44+05:30,2022-03-29T11:10:39.000Z,Apartments For Sale,Property,Battaramulla,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,August 2016,"{'Address': 'Fairway Koswatta, Battaramulla', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,130 sqft'}",147c45b684bfeae3e3ffb0397b126d4e67392ad600e254948cbee5cb32f326bf,36000000.0,1130.0,31858.40707964602,Battaramulla
Apartment for Sale in Havelock City | ikman.lk,"INVESTMENT OPPORTUNITY 

WITH A RENTAL IN COME OF RS 230,000

FOR SALE 

AT Havelock City ""Stratford  Tower""  garden view 

â¼ 1119 sq. ft 
	
â¼ Apartment Features
â 02 bed...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-in-havelock-city-for-sale-colombo-33,Apartment for Sale in Havelock City,for_sale,"Rs 80,000,000",24 Nov 3:42 pm,2022-11-24T15:42:24+05:30,2022-07-23T05:48:00.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,August 2016,"{'Address': 'Stratford  Tower, Havelock City', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,119 sqft'}",147c45b684bfeae3e3ffb0397b126d4e67392ad600e254948cbee5cb32f326bf,80000000.0,1119.0,71492.40393208222,Colombo 5
Luxury Apartment Sale At Mulberry Residencies - Colombo 10 | ikman.lk,"With private balconies and uninterrupted views across Colombo, roof-tops gardens,
A Gymnasium and swimming pools, secure parking, a backup generator, state-of-the-art lif...","Bedrooms: 2, Bathrooms: 2",luxury-apartment-sale-at-mulberry-residencies-colombo-10-for-sale-colombo,Luxury Apartment Sale At Mulberry Residencies - Colombo 10,for_sale,"Rs 33,000,000",08 Nov 1:13 pm,2022-11-08T13:13:46+05:30,2022-05-17T17:59:24.000Z,Apartments For Sale,Property,Colombo 10,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,True,True,plus,December 2021,"{'Bedrooms': '2', 'Bathrooms': '2', 'Size': '989 sqft'}",a36525f9537b8b5131b01cfe76566528905efc41d0f637c53def5273df4bac80,33000000.0,989.0,33367.03741152679,Colombo 10
Brand New Luxury Apartment For Sale in Mount Lavinia | ikman.lk,"Brand New Luxury Apartment For Sale in Dehiwela
3 Bedroom
2 Bathroom
Servant Washroom
Unfurnished
Fully sea view
Elavator Facilities 2
Car park slot
Backup generator
Swim...","Bedrooms: 3, Bathrooms: 3",brand-new-luxury-apartment-for-sale-in-mount-lavinia-for-sale-colombo-25,Brand New Luxury Apartment For Sale in Mount Lavinia,for_sale,"Rs 37,000,000",29 Nov 11:19 pm,2022-11-29T23:19:22+05:30,2022-07-31T17:52:31.000Z,Apartments For Sale,Property,Mount Lavinia,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Udaya Mawatta, Templers Road', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,465 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,37000000.0,1465.0,25255.972696245735,Mount Lavinia
Brand New Luxury Apartment For Sale in Dehiwela | ikman,"Brand New Luxury Apartment For Sale in Dehiwela
3 Bedroom
2 Bathroom
Servant Washroom
Unfurnished
Fully sea view
Elavator Facilities 2
Car park slot
Backup generator
Imme...","Bedrooms: 3, Bathrooms: 3",brand-new-luxury-apartment-for-sale-in-dehiwela-for-sale-colombo-18,Brand New Luxury Apartment For Sale in Dehiwela,for_sale,"Rs 43,000,000",29 Jan 1:04 pm,2023-01-29T13:04:30+05:30,2022-07-31T17:50:16.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'De Alwis Place', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,250 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,43000000.0,1250.0,34400.0,Dehiwala
Super Luxury Apartment For Sale in Colombo 3 | ikman,"Super Luxury Apartment For Sale in Colombo 3
3 Bedroom
2 Bathroom
Servant Room and Washroom
1500 Squft
UnFurnished
Fully Air-conditioned
Higher Floor
Swimming pool and Ro...","Bedrooms: 3, Bathrooms: 3",super-luxury-apartment-for-sale-in-colombo-3-for-sale-colombo-1,Super Luxury Apartment For Sale in Colombo 3,for_sale,"Rs 55,000,000",30 Jan 7:57 pm,2023-01-30T19:57:04+05:30,2022-04-04T10:57:26.000Z,Apartments For Sale,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': ""St Anthony's Mawatta"", 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,500 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,55000000.0,1500.0,36666.666666666664,Colombo 3
Super Luxury Furnished Apartment For Sale in Colombo 5 | ikman,"Super Luxury Apartment For Sale in Colombo 5

LUXURY APARTMENT FACING HAVELOCK ROAD PRIME RESIDENTIAL AREA...
2 BED ROOMS,TWO TOILETS.MASTER BEDROOM WITH ATTACHED TOILET,...","Bedrooms: 2, Bathrooms: 2",super-luxury-furnished-apartment-for-sale-in-colombo-5-for-sale-colombo,Super Luxury Furnished Apartment For Sale in Colombo 5,for_sale,"Rs 55,000,000",06 Feb 3:59 pm,2023-02-06T15:59:45+05:30,2022-08-07T00:58:58.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Havelock Road', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,200 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,55000000.0,1200.0,45833.333333333336,Colombo 5
Brand New 02 BR Luxury Apartment for Sale in Colombo 05 | ikman,"Brand New 02 BR Luxury Apartment for Sale in Havelock City, Colombo 05

02 Bed Room / 02 Bath Roomâ¦..

Edmonton Towerâ¦..

Fully Air Conditionedâ¦.

Large Terrace

Master B...","Bedrooms: 2, Bathrooms: 2",brand-new-02-br-luxury-apartment-for-sale-in-colombo-05-for-sale-colombo,Brand New 02 BR Luxury Apartment for Sale in Colombo 05,for_sale,"Rs 73,000,000",05 Mar 2:56 pm,2023-03-05T14:56:11+05:30,2022-08-07T07:59:44.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Address': 'Havelock city', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,024 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c,73000000.0,1024.0,71289.0625,Colombo 5
Luxury 3 Bedroom Apartment for Sale in Colombo | ikman.lk,"3 Bedroom apartment consisting of sitting & Dinning areas, Maids room & a maids toilet built on 1450 square feet for immediate sale.

Common Facilities 
â¢	Swimming Pool...","Bedrooms: 3, Bathrooms: 3",luxury-3-bedroom-apartment-for-sale-in-colombo-for-sale-colombo-1,Luxury 3 Bedroom Apartment for Sale in Colombo,for_sale,"Rs 42,000,000",04 Nov 8:09 pm,2022-11-04T20:09:38+05:30,2022-08-08T04:07:54.000Z,Apartments For Sale,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,November 2022,"{'Address': 'Colombo 03', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,450 sqft'}",7af673582dcb09799d981b9cca92e5542e13539469b55ee135347d0d0b422baa,42000000.0,1450.0,28965.51724137931,Colombo 3
On Going Luxury 3 bedroom apartment for sale in Malabe | ikman.lk,"On Going Luxury 3 bedroom apartment for sale in Malabe 
3 Bedroom apartment consisting of 1593 square feet Spacious sitting & dining area, Pantry area equipped with fitte...","Bedrooms: 3, Bathrooms: 3",on-going-luxury-3-bedroom-apartment-for-sale-in-malabe-for-sale-colombo,On Going Luxury 3 bedroom apartment for sale in Malabe,for_sale,"Rs 35,000,000",04 Nov 8:09 pm,2022-11-04T20:09:31+05:30,2022-08-08T03:27:29.000Z,Apartments For Sale,Property,Malabe,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,November 2022,"{'Address': 'No.158/4, Athurugiriya Road, Malabe', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,593 sqft'}",7af673582dcb09799d981b9cca92e5542e13539469b55ee135347d0d0b422baa,35000000.0,1593.0,21971.12366603892,Malabe
3 Bedroom Apartment for sale in Malabe | ikman.lk,"3 Bedroom apartment consisting of 1593 square feet equipped with a Spacious sitting & dining area, Pantry area consisting of Fitted Pantry Cupboards (without Cooker & Hob...","Bedrooms: 3, Bathrooms: 3",3-bedroom-apartment-for-sale-in-malabe-for-sale-colombo-8,3 Bedroom Apartment for sale in Malabe,for_sale,"Rs 35,000,000",04 Nov 8:09 pm,2022-11-04T20:09:28+05:30,2022-08-08T03:25:25.000Z,Apartments For Sale,Property,Malabe,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,November 2022,"{'Address': 'No.158/4, Athurugiriya Road, Malabe', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,593 sqft'}",7af673582dcb09799d981b9cca92e5542e13539469b55ee135347d0d0b422baa,35000000.0,1593.0,21971.12366603892,Malabe
2 Bedroom Apartment for Sale in Malabe | ikman.lk,"2 Bedroom apartment consisting of 915 square feet Spacious sitting & dining area, Pantry area equipped with fitted pantry cupboards with cooker & Hob. 

Common Facilities...","Bedrooms: 2, Bathrooms: 1",2-bedroom-apartment-for-sale-in-malabe-for-sale-colombo-5,2 Bedroom Apartment for Sale in Malabe,for_sale,"Rs 24,500,000",04 Nov 8:09 pm,2022-11-04T20:09:20+05:30,2022-08-08T03:20:56.000Z,Apartments For Sale,Property,Malabe,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,November 2022,"{'Address': 'No.158/4, Athurugiriya Road, Malabe', 'Bedrooms': '2', 'Bathrooms': '1', 'Size': '915 sqft'}",7af673582dcb09799d981b9cca92e5542e13539469b55ee135347d0d0b422baa,24500000.0,915.0,26775.956284153006,Malabe
Luxury Apartment For Sale in Wellawatte Ref ZA199 (MD) | ikman,"SUPER LUXURY  NEW 4BED  HOUSE FOR SALE IN WELLAWATHA


HIGHLY RESIDENTIAL AREA
Wellawatha W A Silva Mawatha


HIGHLY RESIDENTIAL AREA
2 way Road.
ð 50 Meter to Merman MO...","Bedrooms: 4, Bathrooms: 3",luxury-apartment-for-sale-in-wellawatte-ref-za199-md-for-sale-colombo,Luxury Apartment For Sale in Wellawatte Ref ZA199 (MD),for_sale,"Rs 55,000,000",10 Feb 10:31 pm,2023-02-10T22:31:54+05:30,2022-06-09T17:52:08.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'W A Silva Mw,Wellawatta', 'Bedrooms': '4', 'Bathrooms': '3', 'Size': '2,350 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,55000000.0,2350.0,23404.255319148935,Colombo 6
Brand New Luxury Apartment For Sale in Wellawatta Colombo 6 | ikman,"Brand New Luxury Apartment For Sale in Wellawatta Colombo 6
3 Bedroom
2 Bathroom
1300 Squft
Unfurnished
Higher Floor 
Swimming pool and gym Facilities etc
Price : 55 Mill...","Bedrooms: 3, Bathrooms: 2",brand-new-luxury-apartment-for-sale-in-wellawatta-colombo-6-for-sale-colombo,Brand New Luxury Apartment For Sale in Wellawatta Colombo 6,for_sale,"Rs 55,000,000",26 Feb 6:44 am,2023-02-26T06:44:10+05:30,2022-08-09T16:55:35.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Rudra Mawatta', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,300 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,55000000.0,1300.0,42307.692307692305,Colombo 6
Luxury Apartment For Sale in Wellawatte Colombo 6 | ikman.lk,"3 Bedroom Apartment For Sale in Colombo 06

Colombo 06
1390 sqft
3 Bedrooms
2 Washrooms
Un-furnished
Master bed air-conditioned
Deed and Coc pending
Price : 50 Million Ne...","Bedrooms: 3, Bathrooms: 2",luxury-apartment-for-sale-in-wellawatte-colombo-6-for-sale-colombo-1,Luxury Apartment For Sale in Wellawatte Colombo 6,for_sale,"Rs 50,000,000",28 Oct 6:23 am,2022-10-28T06:23:55+05:30,2022-04-12T01:37:44.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Charlimont Road', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,390 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,50000000.0,1390.0,35971.22302158274,Colombo 6
Brand New Luxury Duplex Apartment For Sale in Wellawatte | ikman,"Brand New Duplex Apartments
FOR SALE in Wellawatta

â 2265 sq. ft
â Above 6th Floor
â 4 Bedrooms
â 2 Bathrooms ( 1 attached)
â 2 Hall
â Garden 
â Kitchen
â Visit lobby /...","Bedrooms: 4, Bathrooms: 3",brand-new-luxury-duplex-apartment-for-sale-in-wellawatte-for-sale-colombo,Brand New Luxury Duplex Apartment For Sale in Wellawatte,for_sale,"Rs 65,500,000",08 Feb 8:55 pm,2023-02-08T20:55:42+05:30,2022-04-12T01:13:42.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Marine drive', 'Bedrooms': '4', 'Bathrooms': '3', 'Size': '2,265 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,65500000.0,2265.0,28918.32229580574,Colombo 6
Apartment for Sale - Mount Lavinia | ikman,"Good investment

Previously rented for 95000 with furniture
Rs75000 without furniture 

Mount Lavinia Station road
2bed 2bath (1attached)
Maintenance Rs5000 including wat...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-mount-lavinia-for-sale-colombo-72,Apartment for Sale - Mount Lavinia,for_sale,"Rs 24,000,000",01 Jan 12:10 pm,2023-01-01T12:10:27+05:30,2022-04-16T13:22:24.000Z,Apartments For Sale,Property,Mount Lavinia,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,plus,July 2021,"{'Address': 'Mount Lavinia', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,070 sqft'}",9c1bcf508e16b0648da18d0d944327bd8dfc24e58cd76bf28b6b1713cfa77cc1,24000000.0,1070.0,22429.906542056076,Mount Lavinia
Apartment for Sale in Elvitigala Flats - Colombo 08 (C7-2534) | ikman.lk,"Apartment for Sale in Elvitigala Flats - Colombo 08 (C7-2534)

Tiled hall
Pantry
Working kitchen
Toilets 
May be 40 Yrs
2000/- per yr
19 million

Size â 625 sq.ft
Bedroom...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-in-elvitigala-flats-colombo-08-c7-2534-for-sale-colombo,Apartment for Sale in Elvitigala Flats - Colombo 08 (C7-2534),for_sale,"Rs 19,000,000",31 Oct 11:53 pm,2022-10-31T23:53:08+05:30,2022-08-16T05:17:40.000Z,Apartments For Sale,Property,Colombo 8,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2017,"{'Address': 'Colombo 08', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '625 sqft'}",b4b076ef9d4bf8914958226ef6316ffbc7f287e5340fcd040d84add4cd43b5cd,19000000.0,625.0,30400.0,Colombo 8
City View Apartment for Sale in Colombo 03 (C7-2391) | ikman.lk,"City View Apartment for Sale in Colombo 03 (C7-2391)

Size â 1,850 sq.ft
Bedrooms â 3
Bathrooms â 3
Parking â 1
Maids Room â 1
Maids Toilet â 1

Common Facilities â Swimm...","Bedrooms: 3, Bathrooms: 3",city-view-apartment-for-sale-in-colombo-03-c7-2391-for-sale-colombo-2,City View Apartment for Sale in Colombo 03 (C7-2391),for_sale,"Rs 72,000,000",31 Oct 11:54 pm,2022-10-31T23:54:24+05:30,2022-08-16T15:36:15.000Z,Apartments For Sale,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2017,"{'Address': 'Colombo 03', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,850 sqft'}",b4b076ef9d4bf8914958226ef6316ffbc7f287e5340fcd040d84add4cd43b5cd,72000000.0,1850.0,38918.91891891892,Colombo 3
Furnished Apartment for Sale in Colombo 06 (C7-2542) | ikman.lk,"Furnished Apartment for Sale in Colombo 06 (C7-2542)

3 Bedrooms Apartment For Quick Sale @ Colombo-06
Fully Furnished | Deed & COC Available | Sea & City View | 

Price-...","Bedrooms: 3, Bathrooms: 2",furnished-apartment-for-sale-in-colombo-06-c7-2542-for-sale-colombo,Furnished Apartment for Sale in Colombo 06 (C7-2542),for_sale,"Rs 36,000,000",31 Oct 11:53 pm,2022-10-31T23:53:57+05:30,2022-08-16T15:03:50.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2017,"{'Address': 'Colombo 06', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,200 sqft'}",b4b076ef9d4bf8914958226ef6316ffbc7f287e5340fcd040d84add4cd43b5cd,36000000.0,1200.0,30000.0,Colombo 6
Luxury Apartment For Sale in Colombo 4 | ikman.lk,"Dickmans Court in Dickmans Road
Opposite food city
Colombo 4 
3 bedroom
2 bathroom 
1050 sqft 
7th floor
Clear Deed and Coc
35 million 
ð 0771032444 Call & What's App","Bedrooms: 3, Bathrooms: 2",luxury-apartment-for-sale-in-colombo-4-for-sale-colombo-1,Luxury Apartment For Sale in Colombo 4,for_sale,"Rs 35,000,000",29 Oct 6:27 am,2022-10-29T06:27:45+05:30,2021-10-22T18:31:26.000Z,Apartments For Sale,Property,Colombo 4,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Dickmans Road', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,050 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,35000000.0,1050.0,33333.333333333336,Colombo 4
Apartment for Sale in Colombo 05 | ikman,"Apartment at prime residencies  at Edmonton road Colombo 05
With a spacious 1515 Sq Ft - you will find the following 

3 Bedroom, 2 bathrooms (1 attached & 1 common bathr...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-05-for-sale-colombo-159,Apartment for Sale in Colombo 05,for_sale,"Rs 60,000,000",17 Feb 8:54 am,2023-02-17T08:54:08+05:30,2022-02-20T08:27:53.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,August 2016,"{'Address': 'Prime Residencies, Edmonton road Colombo 05', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,515 sqft'}",147c45b684bfeae3e3ffb0397b126d4e67392ad600e254948cbee5cb32f326bf,60000000.0,1515.0,39603.960396039605,Colombo 5
Brand New Super Luxury Apartment For Sale in Havelock City Colombo 5 | ikman,"Luxury Apartment for SALE
Havelock city - Brand New 
Access to swimming Pool, Gym, Luxury Mall, Super Market

2 Bed Room
Living area
2 bath room
Servant Room with modern...","Bedrooms: 2, Bathrooms: 2",brand-new-super-luxury-apartment-for-sale-in-havelock-city-colombo-5-for-sale-colombo,Brand New Super Luxury Apartment For Sale in Havelock City Colombo 5,for_sale,"Rs 82,000,000",18 Feb 6:43 am,2023-02-18T06:43:55+05:30,2022-08-19T17:44:41.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Havelock City', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,180 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,82000000.0,1180.0,69491.52542372882,Colombo 5
Brand New Apartment for Sale in Galle | ikman,"Brand New Luxury Apartment in Galle, with Easy Access to both the Southern Expressway and Galle Town.

03 bedrooms, 02 bathrooms (1 attached & 1 common bathroom), large l...","Bedrooms: 3, Bathrooms: 2",brand-new-apartment-for-sale-in-galle-for-sale-galle-2,Brand New Apartment for Sale in Galle,for_sale,"Rs 35,000,000",21 Feb 5:52 pm,2023-02-21T17:52:25+05:30,2022-02-22T07:18:47.000Z,Apartments For Sale,Property,Galle City,LK-31,"{'id': 1559, 'name': 'Galle'}",False,False,False,True,False,False,True,premium,August 2016,"{'Address': 'Fairway Apartment Galle', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,135 sqft'}",147c45b684bfeae3e3ffb0397b126d4e67392ad600e254948cbee5cb32f326bf,35000000.0,1135.0,30837.004405286345,Galle City
Brand New Apartment For Sale in Dehiwela | ikman,"Brand New Apartment For Sale in Dehiwela
3 Bedroom
2 Bathroom
1270 Squft
Elavator Facilities
Car Park slot
Price : 45 Million Negotiable","Bedrooms: 3, Bathrooms: 2",brand-new-apartment-for-sale-in-dehiwela-for-sale-colombo-7,Brand New Apartment For Sale in Dehiwela,for_sale,"Rs 45,000,000",21 Feb 6:16 am,2023-02-21T06:16:56+05:30,2022-08-23T01:18:49.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Off Galle Road', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,270 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,45000000.0,1270.0,35433.07086614173,Dehiwala
1 Br Apartment for Sale in - Colombo 02 | ikman,"Our Reference No - SA 873
(Please quote this reference number when inquiring)

Own your dream home in Destiny Towers, Colombo 02

Rs. 9.2 Million upfront
Balance Rs. 9.8...","Bedrooms: 1, Bathrooms: 1",1-br-apartment-for-sale-in-colombo-02-for-sale-colombo-3,1 Br Apartment for Sale in - Colombo 02,for_sale,"Rs 19,000,000",23 Feb 4:45 pm,2023-02-23T16:45:27+05:30,2022-04-26T06:05:47.000Z,Apartments For Sale,Property,Colombo 2,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Bedrooms': '1', 'Bathrooms': '1', 'Size': '368 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455,19000000.0,368.0,51630.434782608696,Colombo 2
