ad_title,ad_description,details,slug,title,type,price,timestamp,posted_date,deactivation_date,category,parent_category,location,geo_region,area,is_delivery_free,is_doorstep_delivery,is_dsd_applicable,is_member,is_authorized_dealer,is_featured_member,is_verified,membership_level,member_since,properties,user,price_clean,sqft,price_per_sqft,city_clean
Apartment Complex for Sale in Malabe ( File No 1874 B ) | ikman,"APARTMENT COMPLEX FOR SALE IN MALABE ( FILE NO 1874B )

3 STORY APARTMENT COMPLEX  
3 APARTMENTS AVAILABLE 
EACH FLOOR CAN USE SEPARATELY
SEPARATE ENTRANCE
1.5km TO SLIIT...","Bedrooms: 5, Bathrooms: 5",apartment-complex-for-sale-in-malabe-file-no-1874-b-for-sale-colombo-3,Apartment Complex for Sale in Malabe ( File No 1874 B ),for_sale,"Rs 32,500,000",27 Dec 3:00 pm,2022-12-27T15:00:06+05:30,2023-02-25T09:21:35.000Z,Apartments For Sale,Property,Malabe,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2017,"{'Bedrooms': '5', 'Bathrooms': '5', 'Size': '2,682 sqft'}",fd760678d63af1a6d732719eda811d5093baf4b08c69212107d50a604d0dfd41,32500000.0,2682.0,12117.822520507085,Malabe
Apartment for Sale Colombo 6 | ikman,"A Apartment in Hampden Lane which is next to Ache Food City & above Maharajah Food Centre with deed for sale.
Other facilities are, 
âCar park 
âLitro & laugh gas shop 
â...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-colombo-6-for-sale-colombo-81,Apartment for Sale Colombo 6,for_sale,"Rs 28,500,000",28 Dec 9:11 am,2022-12-28T09:11:16+05:30,2023-02-14T11:08:13.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,False,False,False,False,free,,"{'Address': 'Hampden Lane, Colombo 6', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '800 sqft'}",8416b78aa76d69b5f1baebd078c96d05247ad7507dfef779528852ae92fa3b8d,28500000.0,800.0,35625.0,Colombo 6
(IM440) B/New Luxury Apartments for Sale in ATHURUGIRIYA | ikman,"(IM440) Brand New Luxury Apartments for Sale in ATHURUGIRIYA

800 sqft 
2 bedrooms A/C
1 bathrooms HOTWATER
 

â 1.2  km from the highway entrance
â on 4th Floor
â 
â 

I...","Bedrooms: 2, Bathrooms: 1",im440-b-new-luxury-apartments-for-sale-in-athurugiriya-for-sale-colombo,(IM440) B/New Luxury Apartments for Sale in ATHURUGIRIYA,for_sale,"Rs 14,000,000",29 Dec 12:57 pm,2022-12-29T12:57:25+05:30,2023-02-25T08:15:18.000Z,Apartments For Sale,Property,Athurugiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,April 2022,"{'Address': 'ATHURUGIRIYA', 'Bedrooms': '2', 'Bathrooms': '1', 'Size': '800 sqft'}",009eab4319d42c0bac1f8a324164b5d781aebd7c64f73acac4b48c78c28ba0b9,14000000.0,800.0,17500.0,Athurugiriya
(IM366) Brand New Apartments for Sale in ATHURUGIRIYA | ikman,"(IM366) Brand New  Apartments for Sale in ATHURUGIRIYA



750 sqft 
2 bedrooms A/C
2 bathrooms HOTWATER
 

â Living & master bedroom provided with air conditioning
â Mode...","Bedrooms: 2, Bathrooms: 2",im366-brand-new-apartments-for-sale-in-athurugiriya-for-sale-colombo-3,(IM366) Brand New Apartments for Sale in ATHURUGIRIYA,for_sale,"Rs 19,000,000",27 Dec 1:48 pm,2022-12-27T13:48:34+05:30,2023-02-25T08:18:33.000Z,Apartments For Sale,Property,Athurugiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,April 2022,"{'Address': 'ATHURUGIRIYA', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '750 sqft'}",009eab4319d42c0bac1f8a324164b5d781aebd7c64f73acac4b48c78c28ba0b9,19000000.0,750.0,25333.333333333332,Athurugiriya
(IM337)Brand New Apartments for Sale in ATHURUGIRIYA | ikman,"(IM337)Brand New  Apartments for Sale in ATHURUGIRIYA

1200 sqft 
3 bedrooms A/C
2 bathrooms HOTWATER
 

â Living & master bedroom provided with air conditioning
â Modern...","Bedrooms: 3, Bathrooms: 2",im337brand-new-apartments-for-sale-in-athurugiriya-for-sale-colombo-6,(IM337)Brand New Apartments for Sale in ATHURUGIRIYA,for_sale,"Rs 23,800,000",27 Dec 1:41 pm,2022-12-27T13:41:49+05:30,2023-02-25T08:11:18.000Z,Apartments For Sale,Property,Talawatugoda,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,April 2022,"{'Address': 'ATHURUGIRIYA', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,200 sqft'}",009eab4319d42c0bac1f8a324164b5d781aebd7c64f73acac4b48c78c28ba0b9,23800000.0,1200.0,19833.333333333332,Talawatugoda
Apartment for Sale in Bambalapitiya | ikman,Best price,"Bedrooms: 3, Bathrooms: 2",for-sale-for-sale-colombo-18850,Apartment for Sale in Bambalapitiya,for_sale,"Rs 24,000,000",27 Dec 1:21 pm,2022-12-27T13:21:27+05:30,2023-02-14T08:36:48.000Z,Apartments For Sale,Property,Colombo 4,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,False,False,False,False,free,,"{'Address': 'No Bambalapitiya', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,750 sqft'}",3d70c8b4aed97c36e9f2f9355c4a3550787a0051e659a3aea9d8494a13e96ebf,24000000.0,1750.0,13714.285714285714,Colombo 4
3 Bedroom Apartment For Sale In Colombo 06 | ikman,"3 Bedroom Apartment For Sale In Colombo 06 BR 5393

Located @ Anula Road, Colombo 06

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1428 Sqft
2nd and 5th Floors avai...","Bedrooms: 3, Bathrooms: 2",3-bedroom-apartment-for-sale-in-colombo-06-for-sale-colombo-1,3 Bedroom Apartment For Sale In Colombo 06,for_sale,"Rs 57,500,000",27 Dec 12:34 pm,2022-12-27T12:34:32+05:30,2023-02-25T06:01:07.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Anula Road, Colombo 06', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,428 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,57500000.0,1428.0,40266.10644257703,Colombo 6
Apartment For Sale In Colombo 06 | ikman,"3 Bedroom Apartment For Sale In Colombo 06 BR 5423

Located @ Anula Road, Colombo 06

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1333 Sqft
Vehicle Parking Facilit...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-06-for-sale-colombo-226,Apartment For Sale In Colombo 06,for_sale,"Rs 60,000,000",27 Dec 12:06 pm,2022-12-27T12:06:36+05:30,2023-02-25T06:25:24.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Anula Road', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,333 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,60000000.0,1333.0,45011.252813203304,Colombo 6
Apartment for Sale in Colombo 06 | ikman,"Apartment For Sale In Colombo 06

REF NO -  BR 5413

Located @ Anula Road, Colombo 06

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1238 Sqft
First Floor.
Vehicle P...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-06-for-sale-colombo-227,Apartment for Sale in Colombo 06,for_sale,"Rs 49,500,000",27 Dec 11:59 am,2022-12-27T11:59:41+05:30,2023-02-25T06:18:38.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Anula Road, Colombo 06', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,238 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,49500000.0,1238.0,39983.84491114701,Colombo 6
3 Bedroom Apartment For Sale In Colombo 06 | ikman,"3 Bedroom Apartment For Sale In Colombo 06 BR 5403

Located @ Anula Road, Colombo 06

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1328 Sqft
Vehicle Parking Facilit...","Bedrooms: 3, Bathrooms: 2",3-bedroom-apartment-for-sale-in-colombo-06-for-sale-colombo-2,3 Bedroom Apartment For Sale In Colombo 06,for_sale,"Rs 53,500,000",27 Dec 11:40 am,2022-12-27T11:40:16+05:30,2023-02-25T06:03:54.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,328 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,53500000.0,1328.0,40286.14457831325,Colombo 6
3 Bedroom Apartment For Sale In Colombo 06 | ikman,"3 Bedroom Apartment For Sale In Colombo 06 BR 5383

Located @ Anula Road, Colombo 06

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1313 Sqft
2nd and 3rd Floors avai...","Bedrooms: 3, Bathrooms: 2",3-bedroom-apartment-for-sale-in-colombo-06-for-sale-colombo,3 Bedroom Apartment For Sale In Colombo 06,for_sale,"Rs 52,500,000",27 Dec 10:15 am,2022-12-27T10:15:26+05:30,2023-02-25T04:29:16.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Anula Road, Colombo 06', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,313 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,52500000.0,1313.0,39984.767707539984,Colombo 6
1 Bedroom Apartment For Sale In Wellawatte | ikman,"1 Bedroom Apartment For Sale In Wellawatte. BR 4893

Located @ W.A Silva Mawatha, Wellawatte.

Total No of Bedrooms - 1
Total No of Bathrooms - 1
500 Sqft
6th Floor Apart...","Bedrooms: 1, Bathrooms: 1",1-bedroom-apartment-for-sale-in-wellawatte-for-sale-colombo,1 Bedroom Apartment For Sale In Wellawatte,for_sale,"Rs 16,000,000",27 Dec 10:07 am,2022-12-27T10:07:48+05:30,2023-02-25T04:22:28.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'W.A Silva Mawatha, Wellawatte.', 'Bedrooms': '1', 'Bathrooms': '1', 'Size': '500 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,16000000.0,500.0,32000.0,Colombo 6
2 Bedroom Apartment For Sale In Wellawatte | ikman,"2 Bedroom Apartment For Sale In Wellawatte. BR 4883

Located @ W.A Silva Mawatha, Wellawatte.

Total No of Bedrooms - 2
Total No of Bathrooms - 2
1050 Sqft
6th Floor Apar...","Bedrooms: 2, Bathrooms: 2",2-bedroom-apartment-for-sale-in-wellawatte-for-sale-colombo,2 Bedroom Apartment For Sale In Wellawatte,for_sale,"Rs 22,000,000",27 Dec 9:59 am,2022-12-27T09:59:06+05:30,2023-02-25T04:19:49.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'W.A Silva Mawatha, Wellawatte', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,050 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,22000000.0,1050.0,20952.380952380954,Colombo 6
2 Bedroom Apartment For Sale In Colombo 06 | ikman,"2 Bedroom Apartment For Sale In Colombo 06 BR 3243

Located @ Edward Avenue, off Havelock , Colombo 06

Total No of Bedrooms - 2
Total No of Bathrooms - 2
1360 Sqft
6th F...","Bedrooms: 2, Bathrooms: 2",2-bedroom-apartment-for-sale-in-colombo-06-for-sale-colombo,2 Bedroom Apartment For Sale In Colombo 06,for_sale,"Rs 58,000,000",27 Dec 9:43 am,2022-12-27T09:43:30+05:30,2023-02-25T04:11:24.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Edward Avenue, off Havelock , Colombo 06', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,360 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,58000000.0,1360.0,42647.05882352941,Colombo 6
Luxury Apartment for sale in Borella | EA417 | ikman,"Luxury Apartment for sale in Borella | EA417

Colombo 8
Borella
Treasure Trove
4 bedrooms
2 bathrooms
Square feet 1420
12th floor
Separate servant room and toilet
Fully A...","Bedrooms: 4, Bathrooms: 3",luxury-apartment-for-sale-in-borella-ea417-for-sale-colombo-6,Luxury Apartment for sale in Borella | EA417,for_sale,"Rs 68,000,000",27 Dec 8:21 am,2022-12-27T08:21:17+05:30,2023-02-25T02:51:16.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': ' Borella , Colombo 8', 'Bedrooms': '4', 'Bathrooms': '3', 'Size': '1,420 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,68000000.0,1420.0,47887.32394366197,Colombo 5
Havelock City Apartment For Sale in Colombo 5 | EA397 | ikman,"Havelock City Apartment For Sale in Colombo 5 - EA397

Strafford Tower
2 Bedrooms
2 Bathrooms
1250 Sqft
Low Floor
Living
Dining
Kitchen
Pantry
Gym
Swimming pool
Unfurnish...","Bedrooms: 2, Bathrooms: 2",havelock-city-apartment-for-sale-in-colombo-5-ea397-for-sale-colombo-2,Havelock City Apartment For Sale in Colombo 5 | EA397,for_sale,"Rs 75,000,000",27 Dec 8:20 am,2022-12-27T08:20:05+05:30,2023-02-25T02:50:04.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': 'Colombo 5', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,250 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,75000000.0,1250.0,60000.0,Colombo 5
Luxury apartments in Dehiwala for sale |EA430 | ikman,"Luxury apartments in Dehiwala for sale

waves residencies apartments,
Windsor avenue,
Square feet 1150
3 bedrooms
3 bedrooms
1 attached bathroom
1 common bathroom
Master...","Bedrooms: 3, Bathrooms: 3",luxury-apartments-in-dehiwala-for-sale-ea430-for-sale-colombo-5,Luxury apartments in Dehiwala for sale |EA430,for_sale,"Rs 40,000,000",30 Dec 10:26 pm,2022-12-30T22:26:27+05:30,2023-02-25T02:44:07.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': 'Dehiwala', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,150 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,40000000.0,1150.0,34782.608695652176,Dehiwala
2BR Apartment For Sale in Athurugiriya | EA299 | ikman,"2BR Apartment For Sale in Athurugiriya - EA299

Ariyana Resort Apartments
Samagi Mawatha,
2 Bedrooms(1 with AC)
2 Bathrooms
735 Sqft
Living
Dining
Kitchen
Pond View
24 H...","Bedrooms: 2, Bathrooms: 2",2br-apartment-for-sale-in-athurugiriya-ea299-for-sale-colombo-2,2BR Apartment For Sale in Athurugiriya | EA299,for_sale,"Rs 26,500,000",27 Dec 8:12 am,2022-12-27T08:12:03+05:30,2023-02-25T02:42:02.000Z,Apartments For Sale,Property,Athurugiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': 'Athurugiriya', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '735 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,26500000.0,735.0,36054.421768707485,Athurugiriya
Brand New Apartment for Sale in Dehiwela | EA271 | ikman,"Brand New Apartment for Sale in Dehiwela | EA271

Dehiwela
De Alwis Place
Blue Ocean
3 Bedrooms
3 Washrooms
1835 Sq.ft
Gym & Pool
Living & Dining
Maid Room & Washroom
Fun...","Bedrooms: 3, Bathrooms: 3",brand-new-apartment-for-sale-in-dehiwela-ea271-for-sale-colombo-5,Brand New Apartment for Sale in Dehiwela | EA271,for_sale,"Rs 55,000,000",31 Dec 8:30 am,2022-12-31T08:30:01+05:30,2023-02-25T02:32:26.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': 'Dehiwela De Alwis Place, Dehiwala', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,835 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,55000000.0,1835.0,29972.75204359673,Dehiwala
Brand New Apartment for Sale in Blue Ocean | EA270 | ikman,"Brand New Apartment for Sale in Blue Ocean

Colombo 5
Kirulapone
JAYASNGHE ROAD OFF BALAPOKUNA ROAD
3 Bedrooms
2 Washrooms
1315 Sq.ft
Gym & Pool
Living & Dining
Kitchen
p...","Bedrooms: 3, Bathrooms: 2",brand-new-apartment-for-sale-in-blue-ocean-ea270-for-sale-colombo-4,Brand New Apartment for Sale in Blue Ocean | EA270,for_sale,"Rs 45,000,000",27 Dec 8:01 am,2022-12-27T08:01:11+05:30,2023-02-25T02:31:09.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2019,"{'Address': ' Colombo 5', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,315 sqft'}",08bb9da274803464bb005d2a6f590b039328b981f4c9b13a421349060363143a,45000000.0,1315.0,34220.532319391634,Colombo 5
Luxury Apartment For Sale in Colombo 5 | ikman,"Above apartment unit is for sale.
4 bedroom, 3 bathroom attached & 1 bathroom common. + 1 servant room with attached bathroom.
Large living hall, pantry granite top & Tea...","Bedrooms: 4, Bathrooms: 4",luxury-apartment-for-sale-in-colombo-5-for-sale-colombo-22,Luxury Apartment For Sale in Colombo 5,for_sale,"Rs 65,000,000",26 Feb 6:46 am,2023-02-26T06:46:13+05:30,2023-02-25T01:41:52.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Edward Avenue ', 'Bedrooms': '4', 'Bathrooms': '4', 'Size': '1,900 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,65000000.0,1900.0,34210.52631578947,Colombo 5
Luxury Apartment For Sale in Dehiwela | ikman,"Luxury Furnished Apartment For Sale in Dehiwela 

3 Bedrooms with 3 Bathrooms
High Ventilation 
1500 Sqr Feet
Constructed on 2019
Fully modified Hall & Master Bedroom.
CO...","Bedrooms: 3, Bathrooms: 3",luxury-apartment-for-sale-in-dehiwela-for-sale-colombo-10,Luxury Apartment For Sale in Dehiwela,for_sale,"Rs 44,000,000",03 Jan 12:11 am,2023-01-03T00:11:50+05:30,2023-02-25T01:33:29.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Saranankara Road ', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,500 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,44000000.0,1500.0,29333.333333333332,Dehiwala
Luxury Apartment For Sale in Wellawatta Colombo 6 | ikman,"Sea view Apartment For Sale in Wellawatta Colombo 6
 1270sqft 
. 3 Bedroom , 3 washrooms,
sea view 
24 hr security, 
car park . 
Clear Deed and Coc 
Price : 40 Million","Bedrooms: 3, Bathrooms: 3",luxury-apartment-for-sale-in-wellawatta-colombo-6-for-sale-colombo-8,Luxury Apartment For Sale in Wellawatta Colombo 6,for_sale,"Rs 40,000,000",27 Dec 6:54 am,2022-12-27T06:54:46+05:30,2023-02-25T01:24:44.000Z,Apartments For Sale,Property,Colombo 6,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': '47th Lane', 'Bedrooms': '3', 'Bathrooms': '3', 'Size': '1,270 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,40000000.0,1270.0,31496.062992125986,Colombo 6
Semi Luxury Apartment For Sale in Dehiwela | ikman,"Sea view Semi Luxury Apartment For Sale in Dehiwela
3 Bedroom
2 Bathroom
Unfurnished
Sea view
Elavator Facilities
Car Park slot
Clear Deed and Coc
Urgent Sale 
Price : 25...","Bedrooms: 3, Bathrooms: 2",semi-luxury-apartment-for-sale-in-dehiwela-for-sale-colombo-3,Semi Luxury Apartment For Sale in Dehiwela,for_sale,"Rs 25,500,000",31 Dec 5:59 pm,2022-12-31T17:59:49+05:30,2023-02-25T01:19:33.000Z,Apartments For Sale,Property,Dehiwala,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Windser Avenue, Off Vendevert Place ', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,050 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,25500000.0,1050.0,24285.714285714286,Dehiwala
Semi Luxury Apartment For Sale in Colombo 4 | ikman,"Well Maintained Apartment For Sale in Colombo 4
2 Rooms
2 bathroom 
960 Squft
Unfurnished
Generator,
24H Security,
1 Car park Available 
Close to All Amenities
Clear Deed...","Bedrooms: 2, Bathrooms: 2",semi-luxury-apartment-for-sale-in-colombo-4-for-sale-colombo-6,Semi Luxury Apartment For Sale in Colombo 4,for_sale,"Rs 32,000,000",27 Dec 6:47 am,2022-12-27T06:47:02+05:30,2023-02-25T01:17:00.000Z,Apartments For Sale,Property,Colombo 4,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Address': 'Jaya Road ', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '960 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305,32000000.0,960.0,33333.333333333336,Colombo 4
Apartment For Sale In Narahenpita | ikman,"3 Bedroom Apartment For Sale In Narahenpita. BR 5333

Located @ Off Park Road, Narahenpita.

Total No of Bedrooms - 3
Total No of Bathrooms - 1
1200 Sqft
Ground Floor Apa...","Bedrooms: 3, Bathrooms: 1",apartment-for-sale-in-narahenpita-for-sale-colombo,Apartment For Sale In Narahenpita,for_sale,"Rs 22,500,000",27 Dec 6:43 am,2022-12-27T06:43:25+05:30,2023-02-25T01:13:18.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Off Park Road, Narahenpita', 'Bedrooms': '3', 'Bathrooms': '1', 'Size': '1,200 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,22500000.0,1200.0,18750.0,Colombo 5
Apartment For Sale In Colombo 05 | ikman,"3 Bedroom Apartment For Sale In Colombo 05. BR 5093

Located @ Off Highlevel Road, Colombo 05.

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1610 Sqft
6th Floor Apa...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-05-for-sale-colombo-150,Apartment For Sale In Colombo 05,for_sale,"Rs 64,000,000",27 Dec 6:38 am,2022-12-27T06:38:16+05:30,2023-02-25T01:06:47.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Off Highlevel Road, Colombo 05', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,610 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,64000000.0,1610.0,39751.55279503106,Colombo 5
Apartment For Sale In Colombo 05 | ikman,"3 Bedroom Apartment For Sale In Colombo 05. BR 5083

Located @ Off Highlevel Road, Colombo 05.

Total No of Bedrooms - 3
Total No of Bathrooms - 2
1560 Sqft
6th Floor Apa...","Bedrooms: 3, Bathrooms: 2",apartment-for-sale-in-colombo-05-for-sale-colombo-149,Apartment For Sale In Colombo 05,for_sale,"Rs 62,000,000",27 Dec 6:34 am,2022-12-27T06:34:58+05:30,2023-02-25T01:03:13.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Off Highlevel Road, Colombo 05', 'Bedrooms': '3', 'Bathrooms': '2', 'Size': '1,560 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,62000000.0,1560.0,39743.58974358974,Colombo 5
Apartment For Sale In Kirulapone | ikman,"2 Bedroom Apartment For Sale In Kirulapone. BR 3263

Located @ Sri Siddartha Passage Kirulapone.

Total No of Bedrooms - 2
Total No of Bathrooms - 2
1200 Sqft
Third Floor...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-in-kirulapone-for-sale-colombo-10,Apartment For Sale In Kirulapone,for_sale,"Rs 32,000,000",27 Dec 6:08 am,2022-12-27T06:08:40+05:30,2023-02-25T00:37:45.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Sri Siddartha Passage Kirulapone', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,200 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,32000000.0,1200.0,26666.666666666668,Colombo 5
Apartment For Sale In Kirulapone | ikman,"2 Bedroom Apartment For Sale In Kirulapone. BR 2733

Located @ Sri Siddartha Passage Kirulapone.

Total No of Bedrooms - 2
Total No of Bathrooms - 2
1200 Sqft
First Floor...","Bedrooms: 2, Bathrooms: 2",apartment-for-sale-in-kirulapone-for-sale-colombo-9,Apartment For Sale In Kirulapone,for_sale,"Rs 31,000,000",27 Dec 6:06 am,2022-12-27T06:06:19+05:30,2023-02-25T00:35:14.000Z,Apartments For Sale,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,premium,October 2022,"{'Address': 'Sri Siddartha Passage Kirulapone', 'Bedrooms': '2', 'Bathrooms': '2', 'Size': '1,200 sqft'}",5ee3725771a976be73d5a56525a083e304c375da7ee66f856567960b7003ef07,31000000.0,1200.0,25833.333333333332,Colombo 5
